Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b3,1,0.000271,13.261224,[17 39] ; [13  3],[23.33333333 32.66666667] ; [6.66666667 9.33333333],1
b2,1,0.000271,13.261224,[17 39] ; [13  3],[23.33333333 32.66666667] ; [6.66666667 9.33333333],1
p12,1,0.001454,10.136485,[  5 117] ; [ 4 12],[  7.95652174 114.04347826] ; [ 1.04347826 14.95652174],0
p5,1,0.001852,9.691034,[  9 112] ; [ 5 10],[ 12.45588235 108.54411765] ; [ 1.54411765 13.45588235],0
a2,1,0.004696,7.992873,[28 94] ; [9 7],[32.71014493 89.28985507] ; [ 4.28985507 11.71014493],0
d1,1,0.004914,7.910814,[70 52] ; [15  1],[75.14492754 46.85507246] ; [9.85507246 6.14492754],0
s8,1,0.00784,7.069672,[56 66] ; [13  3],[61. 61.] ; [8. 8.],0
v3,1,0.009121,6.798998,[44 77] ; [9 3],[48.21804511 72.78195489] ; [4.78195489 7.21804511],0
d2,1,0.00928,6.768199,[65 57] ; [14  2],[69.84057971 52.15942029] ; [9.15942029 6.84057971],0
v1,1,0.012882,6.185216,[59 63] ; [11  2],[63.25925926 58.74074074] ; [6.74074074 6.25925926],0
u1,1,0.013075,6.15897,[ 21 101] ; [7 9],[24.75362319 97.24637681] ; [ 3.24637681 12.75362319],0
n5,1,0.02114,5.31523,[79 42] ; [15  1],[83.02189781 37.97810219] ; [10.97810219  5.02189781],0
a4,1,0.024362,5.068644,[55 67] ; [12  4],[59.23188406 62.76811594] ; [7.76811594 8.23188406],0
a1,1,0.035125,4.439096,[  6 116] ; [ 3 13],[  7.95652174 114.04347826] ; [ 1.04347826 14.95652174],0
s3,1,0.039006,4.260611,[66 56] ; [13  3],[69.84057971 52.15942029] ; [9.15942029 6.84057971],0
a3,1,0.041075,4.172902,[84 37] ; [15  1],[87.4379562 33.5620438] ; [11.5620438  4.4379562],0
p3,1,0.071196,3.255227,[47 74] ; [10  6],[50.34306569 70.65693431] ; [6.65693431 9.34306569],0
v2,1,0.073642,3.199912,[60 58] ; [10  3],[63.05343511 54.94656489] ; [6.94656489 6.05343511],0
s7,1,0.086356,2.941029,[59 54] ; [12  4],[62.19379845 50.80620155] ; [8.80620155 7.19379845],0
a5,1,0.086536,2.937661,[81 41] ; [14  2],[83.98550725 38.01449275] ; [11.01449275  4.98550725],0
n4,1,0.086536,2.937661,[81 41] ; [14  2],[83.98550725 38.01449275] ; [11.01449275  4.98550725],0
n1,1,0.099009,2.721433,[14 28] ; [3 1],[15.52173913 26.47826087] ; [1.47826087 2.52173913],0
s6,1,0.109988,2.554387,[81 38] ; [14  2],[83.74074074 35.25925926] ; [11.25925926  4.74074074],0
n6,1,0.117087,2.45586,[92 28] ; [15  1],[94.41176471 25.58823529] ; [12.58823529  3.41176471],0
a8,1,0.124638,2.358048,[10 99] ; [ 3 10],[11.6147541 97.3852459] ; [ 1.3852459 11.6147541],0
s4,1,0.130645,2.284826,[29 93] ; [ 1 14],[26.71532847 95.28467153] ; [ 3.28467153 11.71532847],0
p4,1,0.132774,2.25977,[59 62] ; [11  5],[61.82481752 59.17518248] ; [8.17518248 7.82481752],0
p8,1,0.135622,2.226947,[45 77] ; [9 7],[47.73913043 74.26086957] ; [6.26086957 9.73913043],0
s2,1,0.177092,1.821857,[70 52] ; [12  4],[72.49275362 49.50724638] ; [9.50724638 6.49275362],0
n2,1,0.25435,1.299253,[32 10] ; [2 2],[31.04347826 10.95652174] ; [2.95652174 1.04347826],0
a6,1,0.265586,1.239406,[74 48] ; [12  4],[76.02898551 45.97101449] ; [9.97101449 6.02898551],0
s5,1,0.33053,0.94682,[48 66] ; [ 4 10],[46.3125 67.6875] ; [5.6875 8.3125],0
d3,1,0.349963,0.873592,[84 36] ; [13  3],[85.58823529 34.41176471] ; [11.41176471  4.58823529],0
n3,1,0.373468,0.792092,[30 12] ; [2 2],[29.2173913 12.7826087] ; [2.7826087 1.2173913],0
r1,1,0.373955,0.790479,[95 27] ; [14  2],[96.36231884 25.63768116] ; [12.63768116  3.36231884],0
d5,1,0.481962,0.494419,[97 24] ; [14  2],[98.03649635 22.96350365] ; [12.96350365  3.03649635],0
p2,1,0.577853,0.309718,[91 30] ; [11  5],[90.08759124 30.91240876] ; [11.91240876  4.08759124],0
b1,1,0.59488,0.282787,[60 62] ; [9 7],[61. 61.] ; [8. 8.],0
b5,1,0.614999,0.252959,[76 46] ; [11  5],[76.91304348 45.08695652] ; [10.08695652  5.91304348],0
p6,1,0.640179,0.218509,[46 76] ; [7 9],[46.85507246 75.14492754] ; [6.14492754 9.85507246],0
a7,1,0.738413,0.111526,[88 33] ; [11  5],[87.4379562 33.5620438] ; [11.5620438  4.4379562],0
p7,1,0.738661,0.111307,[66 53] ; [9 6],[66.60447761 52.39552239] ; [8.39552239 6.60447761],0
p1,1,0.780498,0.077657,[ 10 111] ; [ 1 15],[  9.71532847 111.28467153] ; [ 1.28467153 14.71532847],0
v4,1,0.786911,0.073075,[112  10] ; [15  1],[112.27536232   9.72463768] ; [14.72463768  1.27536232],0
s1,1,0.940592,0.005554,[  7 114] ; [ 1 15],[  7.06569343 113.93430657] ; [ 0.93430657 15.06569343],0
b4,1,0.981395,0.000544,[69 53] ; [9 7],[68.95652174 53.04347826] ; [9.04347826 6.95652174],0
