Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,38.225807,[107  14] ; [66 60],[84.74898785 36.25101215] ; [88.25101215 37.74898785],1
r4,1,0.008884,6.846059,[99 23] ; [88 44],[89.81889764 32.18110236] ; [97.18110236 34.81889764],0
p2,1,0.010266,6.5882,[91 30] ; [78 52],[81.47011952 39.52988048] ; [87.52988048 42.47011952],0
r2,1,0.010366,6.570907,[113   7] ; [110  21],[106.61354582  13.38645418] ; [116.38645418  14.61354582],0
v4,1,0.018315,5.565746,[112  10] ; [107  24],[105.60474308  16.39525692] ; [113.39525692  17.60474308],0
n6,1,0.019607,5.446585,[92 28] ; [82 48],[83.52 36.48] ; [90.48 39.52],0
r3,1,0.026715,4.909123,[104  17] ; [98 33],[96.99206349 24.00793651] ; [105.00793651  25.99206349],0
p8,1,0.02674,4.907545,[45 77] ; [31 98],[36.94023904 85.05976096] ; [39.05976096 89.94023904],0
d3,1,0.028468,4.799496,[84 36] ; [73 56],[75.6626506 44.3373494] ; [81.3373494 47.6626506],0
v2,1,0.03711,4.345376,[60 58] ; [49 81],[51.86290323 66.13709677] ; [57.13709677 72.86290323],0
s8,1,0.037231,4.339829,[56 66] ; [43 87],[47.92857143 74.07142857] ; [51.07142857 78.92857143],0
r1,1,0.046855,3.950605,[95 27] ; [88 44],[87.8976378 34.1023622] ; [95.1023622 36.8976378],0
a7,1,0.049825,3.847328,[88 33] ; [80 51],[80.66666667 40.33333333] ; [87.33333333 43.66666667],0
d1,1,0.075256,3.164484,[70 52] ; [61 71],[62.92125984 59.07874016] ; [68.07874016 63.92125984],0
p6,1,0.08016,3.06165,[46 76] ; [35 93],[39.528 82.472] ; [41.472 86.528],0
s2,1,0.085472,2.957643,[70 52] ; [61 70],[63.16996047 58.83003953] ; [67.83003953 63.16996047],0
n2,1,0.092874,2.823837,[32 10] ; [33 22],[28.1443299 13.8556701] ; [36.8556701 18.1443299],0
s5,1,0.096301,2.765766,[48 66] ; [40 86],[41.8 72.2] ; [46.2 79.8],0
p7,1,0.098464,2.730246,[66 53] ; [58 71],[59.5 59.5] ; [64.5 64.5],0
a6,1,0.100479,2.697921,[74 48] ; [66 65],[67.50988142 54.49011858] ; [72.49011858 58.50988142],0
d4,1,0.128247,2.313596,[99 23] ; [95 35],[93.92063492 28.07936508] ; [100.07936508  29.92063492],0
a1,1,0.135617,2.226996,[  6 116] ; [ 13 119],[  9.12598425 112.87401575] ; [  9.87401575 122.12598425],0
s6,1,0.156085,2.011749,[81 38] ; [76 52],[75.63967611 43.36032389] ; [81.36032389 46.63967611],0
n1,1,0.199528,1.645824,[14 28] ; [25 29],[17.0625 24.9375] ; [21.9375 32.0625],0
v1,1,0.232502,1.425492,[59 63] ; [54 78],[54.27559055 67.72440945] ; [58.72440945 73.27559055],0
v3,1,0.281048,1.162013,[44 77] ; [38 89],[40.00806452 80.99193548] ; [41.99193548 85.00806452],0
d5,1,0.294319,1.099757,[97 24] ; [97 33],[93.52191235 27.47808765] ; [100.47808765  29.52191235],0
u1,1,0.333254,0.93621,[ 21 101] ; [ 17 115],[ 18.2519685 103.7480315] ; [ 19.7480315 112.2519685],0
s7,1,0.358188,0.844237,[59 54] ; [54 63],[55.5173913 57.4826087] ; [57.4826087 59.5173913],0
s3,1,0.404391,0.695231,[66 56] ; [64 67],[62.68774704 59.31225296] ; [67.31225296 63.68774704],0
a5,1,0.404695,0.694332,[81 41] ; [81 51],[77.81102362 44.18897638] ; [84.18897638 47.81102362],0
