Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,113.413266,[ 68 174] ; [340 148],[135.25479452 106.74520548] ; [272.74520548 215.25479452],1
p6,1,0.0,83.629118,[ 36 207] ; [242 245],[ 92.53972603 150.46027397] ; [185.46027397 301.53972603],1
p3,1,0.0,55.712226,[ 81 162] ; [306 183],[128.47131148 114.52868852] ; [258.52868852 230.47131148],1
p4,1,0.0,54.393305,[108 136] ; [353 136],[153.45702592  90.54297408] ; [307.54297408 181.45702592],1
p2,1,0.0,40.487965,[181  63] ; [447  41],[209.33333333  34.66666667] ; [418.66666667  69.33333333],1
p5,1,0.002128,9.435331,[ 18 223] ; [ 76 412],[ 31.07544582 209.92455418] ; [ 62.92455418 425.07544582],0
p11,1,0.00427,8.165265,[191  53] ; [424  66],[204.44141689  39.55858311] ; [410.55858311  79.44141689],0
b1,1,0.113892,2.499367,[ 81 163] ; [192 298],[ 90.7520436 153.2479564] ; [182.2479564 307.7520436],0
p9,1,0.706464,0.141834,[227  15] ; [463  27],[228.1147541  13.8852459] ; [461.8852459  28.1147541],0
p12,1,0.908253,0.013281,[ 23 220] ; [ 45 444],[ 22.57377049 220.42622951] ; [ 45.42622951 443.57377049],0
p1,1,1.0,0.0,[ 23 221] ; [ 46 442],[ 23. 221.] ; [ 46. 442.],0
