Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,147.775051,[394  21] ; [26 37],[364.64435146  50.35564854] ; [55.35564854  7.64435146],1
p11,1,0.0,49.153991,[370  45] ; [36 29],[351.02083333  63.97916667] ; [54.97916667 10.02083333],1
p2,1,0.00063,11.685946,[381  33] ; [51 14],[373.37787056  40.62212944] ; [58.62212944  6.37787056],1
p3,1,0.001733,9.813098,[268 145] ; [29 36],[256.61297071 156.38702929] ; [40.38702929 24.61297071],0
p4,1,0.012572,6.228328,[309 104] ; [39 26],[300.67782427 112.32217573] ; [47.32217573 17.67782427],0
p12,1,0.012724,6.207084,[ 48 365] ; [ 1 64],[ 42.33682008 370.66317992] ; [ 6.66317992 58.33682008],0
p7,1,0.015171,5.896456,[340  68] ; [46 19],[332.95560254  75.04439746] ; [53.04439746 11.95560254],0
p5,1,0.05916,3.560777,[ 78 337] ; [ 6 59],[ 72.625 342.375] ; [11.375 53.625],0
b1,1,0.187599,1.736375,[156 259] ; [30 35],[160.8125 254.1875] ; [25.1875 39.8125],0
p6,1,0.581765,0.303389,[202 211] ; [28 34],[199.97894737 213.02105263] ; [30.02105263 31.97894737],0
p1,1,0.788483,0.071975,[ 50 363] ; [ 7 57],[ 49.35220126 363.64779874] ; [ 7.64779874 56.35220126],0
