Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,98.067992,[457  17] ; [74 38],[429.51194539  44.48805461] ; [101.48805461  10.51194539],1
p2,1,0.0,35.091104,[411  63] ; [74 43],[388.98477157  85.01522843] ; [96.01522843 20.98477157],1
n6,1,0.0,33.001432,[420  51] ; [78 37],[400.26962457  70.73037543] ; [97.73037543 17.26962457],1
r3,1,1e-06,24.236942,[458  15] ; [98 17],[447.2585034  25.7414966] ; [108.7414966   6.2585034],1
v4,1,2e-06,22.472511,[457  14] ; [100  16],[446.92844974  24.07155026] ; [110.07155026   5.92844974],1
r4,1,1.4e-05,18.856393,[436  39] ; [91 26],[422.84628378  52.15371622] ; [104.15371622  12.84628378],1
n5,1,0.000132,14.611067,[358 113] ; [67 48],[341.59556314 129.40443686] ; [83.40443686 31.59556314],1
p7,1,0.000141,14.493338,[298 163] ; [51 62],[280.29442509 180.70557491] ; [68.70557491 44.29442509],1
n4,1,0.000151,14.360381,[366 109] ; [68 46],[350. 125.] ; [84. 30.],1
p4,1,0.000165,14.193511,[284 187] ; [47 68],[266.04266212 204.95733788] ; [64.95733788 50.04266212],1
p8,1,0.000557,11.91395,[259 209] ; [43 72],[242.42881647 225.57118353] ; [59.57118353 55.42881647],1
p3,1,0.000921,10.979186,[228 246] ; [36 80],[212.09491525 261.90508475] ; [51.90508475 64.09491525],1
s6,1,0.001013,10.802741,[327 140] ; [62 53],[312.13573883 154.86426117] ; [76.86426117 38.13573883],0
p12,1,0.004831,7.941607,[ 46 428] ; [  2 114],[ 38.56271186 435.43728814] ; [  9.43728814 106.56271186],0
s8,1,0.006252,7.476212,[211 261] ; [36 81],[197.93548387 274.06451613] ; [49.06451613 67.93548387],0
v1,1,0.006311,7.45933,[259 204] ; [48 67],[245.91868512 217.08131488] ; [61.08131488 53.91868512],0
s7,1,0.008776,6.867758,[225 231] ; [39 71],[212.69257951 243.30742049] ; [51.30742049 58.69257951],0
s1,1,0.01074,6.50781,[ 13 456] ; [  9 106],[ 17.66780822 451.33219178] ; [  4.33219178 110.66780822],0
u3,1,0.019681,5.439968,[82 66] ; [16 29],[75.15025907 72.84974093] ; [22.84974093 22.15025907],0
u2,1,0.031412,4.630283,[83 65] ; [17 28],[76.68393782 71.31606218] ; [23.31606218 21.68393782],0
v2,1,0.032887,4.551638,[277 179] ; [54 55],[267.14336283 188.85663717] ; [63.85663717 45.14336283],0
r1,1,0.042975,4.096394,[381  92] ; [82 32],[373.08177172  99.91822828] ; [89.91822828 24.08177172],0
s5,1,0.043305,4.08346,[164 293] ; [28 81],[155.02473498 301.97526502] ; [36.97526502 72.02473498],0
a5,1,0.049389,3.862081,[348 127] ; [75 42],[339.40033784 135.59966216] ; [83.59966216 33.40033784],0
d5,1,0.05538,3.670606,[393  81] ; [88 29],[385.77664975  88.22335025] ; [95.22335025 21.77664975],0
p6,1,0.083946,2.986802,[168 302] ; [31 83],[160.15410959 309.84589041] ; [38.84589041 75.15410959],0
d4,1,0.105543,2.61972,[395  79] ; [90 27],[388.98477157  85.01522843] ; [96.01522843 20.98477157],0
s2,1,0.111708,2.529892,[244 227] ; [51 66],[236.30102041 234.69897959] ; [58.69897959 58.30102041],0
v3,1,0.117207,2.454252,[191 266] ; [37 73],[183.76719577 273.23280423] ; [44.23280423 65.76719577],0
r2,1,0.134292,2.242177,[451  18] ; [105   8],[448.04810997  20.95189003] ; [107.95189003   5.04810997],0
n3,1,0.150847,2.063662,[74 28] ; [26 17],[70.34482759 31.65517241] ; [29.65517241 13.34482759],0
p5,1,0.206407,1.596448,[ 56 416] ; [  9 107],[ 52.17687075 419.82312925] ; [ 12.82312925 103.17687075],0
a3,1,0.224883,1.472934,[326 148] ; [71 42],[320.5758092 153.4241908] ; [76.4241908 36.5758092],0
b4,1,0.226169,1.464795,[281 194] ; [62 55],[275.21114865 199.78885135] ; [67.78885135 49.21114865],0
d1,1,0.241843,1.369818,[288 187] ; [64 53],[282.43243243 192.56756757] ; [69.56756757 47.43243243],0
n2,1,0.270278,1.215333,[79 23] ; [31 14],[76.32653061 25.67346939] ; [33.67346939 11.32653061],0
s3,1,0.302536,1.062983,[257 211] ; [57 58],[252.06174957 215.93825043] ; [61.93825043 53.06174957],0
a6,1,0.423385,0.640899,[334 140] ; [78 39],[330.43654822 143.56345178] ; [81.56345178 35.43654822],0
p1,1,0.440868,0.594021,[ 43 431] ; [  8 109],[ 40.9035533 433.0964467] ; [ 10.0964467 106.9035533],0
a8,1,0.501517,0.451726,[ 57 373] ; [11 91],[ 54.96240602 375.03759398] ; [13.03759398 88.96240602],0
s4,1,0.516272,0.421334,[ 88 382] ; [25 92],[ 90.4770017 379.5229983] ; [22.5229983 94.4770017],0
b3,1,0.570098,0.322518,[111 165] ; [21 37],[109.07784431 166.92215569] ; [22.92215569 35.07784431],0
b2,1,0.570098,0.322518,[111 165] ; [21 37],[109.07784431 166.92215569] ; [22.92215569 35.07784431],0
n1,1,0.574234,0.315649,[30 72] ; [15 29],[31.43835616 70.56164384] ; [13.56164384 30.43835616],0
a2,1,0.635404,0.224804,[104 371] ; [28 89],[105.91216216 369.08783784] ; [26.08783784 90.91216216],0
a7,1,0.6403,0.21835,[362 113] ; [86 30],[360.0676819 114.9323181] ; [87.9323181 28.0676819],0
d3,1,0.689284,0.159861,[345 129] ; [83 34],[343.26903553 130.73096447] ; [84.73096447 32.26903553],0
u4,1,0.714278,0.134042,[  6 469] ; [  1 116],[  5.61655405 469.38344595] ; [  1.38344595 115.61655405],0
b5,1,0.720402,0.128107,[296 179] ; [75 42],[297.67736486 177.32263514] ; [73.32263514 43.67736486],0
a1,1,0.790216,0.070772,[ 14 461] ; [  4 113],[ 14.44256757 460.55743243] ; [  3.55743243 113.44256757],0
d2,1,0.84254,0.03946,[209 263] ; [53 64],[209.95585739 262.04414261] ; [52.04414261 64.95585739],0
a4,1,0.902837,0.014903,[195 279] ; [47 69],[194.42033898 279.57966102] ; [47.57966102 68.42033898],0
u1,1,0.903732,0.014628,[ 83 392] ; [21 96],[ 83.44594595 391.55405405] ; [20.55405405 96.44594595],0
