Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,3.4e-05,17.198847,[155 105] ; [45 77],[136.12565445 123.87434555] ; [63.87434555 58.12565445],1
p3,1,0.000427,12.41009,[153 110] ; [47 74],[136.97916667 126.02083333] ; [63.02083333 57.97916667],1
n4,1,0.001001,10.826121,[217  49] ; [81 41],[204.29896907  61.70103093] ; [93.70103093 28.29896907],0
p7,1,0.00227,9.316963,[185  74] ; [66 53],[171.98148148  87.01851852] ; [79.01851852 39.98148148],0
n5,1,0.002344,9.258513,[212  54] ; [79 42],[200.01550388  65.98449612] ; [90.98449612 30.01550388],0
r3,1,0.003544,8.503652,[249  14] ; [104  17],[241.76822917  21.23177083] ; [111.23177083   9.76822917],0
p4,1,0.00469,7.995208,[169  95] ; [59 62],[156.34285714 107.65714286] ; [71.65714286 49.34285714],0
s4,1,0.020538,5.365592,[ 37 224] ; [29 93],[ 44.97650131 216.02349869] ; [ 21.02349869 100.97650131],0
a5,1,0.02658,4.917901,[205  61] ; [81 41],[196.07216495  69.92783505] ; [89.92783505 32.07216495],0
p5,1,0.027455,4.861985,[ 41 222] ; [  9 112],[ 34.24479167 228.75520833] ; [ 15.75520833 105.24479167],0
n1,1,0.037385,4.332776,[26 21] ; [14 28],[21.12359551 25.87640449] ; [18.87640449 23.12359551],0
s5,1,0.051142,3.803614,[ 80 173] ; [48 66],[ 88.23978202 164.76021798] ; [39.76021798 74.23978202],0
u2,1,0.071571,3.246607,[43 24] ; [17 20],[38.65384615 28.34615385] ; [21.34615385 15.65384615],0
a7,1,0.096847,2.756714,[170  95] ; [88 33],[177.12435233  87.87564767] ; [80.87564767 40.12435233],0
r4,1,0.116827,2.459347,[232  34] ; [99 23],[226.92268041  39.07731959] ; [104.07731959  17.92268041],0
p2,1,0.143659,2.138318,[214  48] ; [91 30],[208.64229765  53.35770235] ; [96.35770235 24.64229765],0
p9,1,0.157749,1.995676,[217  45] ; [107  14],[221.63968668  40.36031332] ; [102.36031332  18.63968668],0
p12,1,0.188248,1.731279,[ 20 241] ; [  5 117],[ 17.03655352 243.96344648] ; [  7.96344648 114.03655352],0
d3,1,0.191226,1.708143,[168  98] ; [84 36],[173.65803109  92.34196891] ; [78.34196891 41.65803109],0
b5,1,0.193321,1.692126,[147 119] ; [76 46],[152.8814433 113.1185567] ; [70.1185567 51.8814433],0
a8,1,0.195399,1.67643,[ 35 213] ; [10 99],[ 31.2605042 216.7394958] ; [13.7394958 95.2605042],0
v1,1,0.221223,1.496418,[141 115] ; [59 63],[135.44973545 120.55026455] ; [64.55026455 57.44973545],0
s2,1,0.226742,1.461186,[133 129] ; [70 52],[138.50520833 123.49479167] ; [64.49479167 57.50520833],0
r2,1,0.269021,1.22173,[238  24] ; [113   7],[240.7382199  21.2617801] ; [110.2617801   9.7382199],0
a3,1,0.276655,1.183447,[198  67] ; [84 37],[193.60103627  71.39896373] ; [88.39896373 32.60103627],0
s1,1,0.281687,1.158932,[  9 254] ; [  7 114],[ 10.95833333 252.04166667] ; [  5.04166667 115.95833333],0
b2,1,0.352073,0.865972,[ 64 108] ; [17 39],[ 61.10526316 110.89473684] ; [19.89473684 36.10526316],0
b3,1,0.352073,0.865972,[ 64 108] ; [17 39],[ 61.10526316 110.89473684] ; [19.89473684 36.10526316],0
u3,1,0.361499,0.83268,[44 24] ; [20 16],[41.84615385 26.15384615] ; [22.15384615 13.84615385],0
s6,1,0.366414,0.815792,[162  94] ; [81 38],[165.888  90.112] ; [77.112 41.888],0
p6,1,0.377408,0.779127,[110 149] ; [46 76],[106.04724409 152.95275591] ; [49.95275591 72.04724409],0
a6,1,0.378762,0.774718,[173  92] ; [74 48],[169.13436693  95.86563307] ; [77.86563307 44.13436693],0
a1,1,0.407262,0.686781,[ 19 247] ; [  6 116],[ 17.13917526 248.86082474] ; [  7.86082474 114.13917526],0
a4,1,0.425948,0.633847,[131 134] ; [55 67],[127.36434109 137.63565891] ; [58.63565891 63.36434109],0
n6,1,0.446538,0.579425,[213  53] ; [92 28],[210.18134715  55.81865285] ; [94.81865285 25.18134715],0
s3,1,0.464229,0.53568,[151 109] ; [66 56],[147.69633508 112.30366492] ; [69.30366492 52.69633508],0
v2,1,0.477986,0.503455,[137 113] ; [60 58],[133.83152174 116.16847826] ; [63.16847826 54.83152174],0
d5,1,0.483713,0.490481,[204  61] ; [97 24],[206.64507772  58.35492228] ; [94.35492228 26.64507772],0
s7,1,0.525032,0.403998,[123 130] ; [59 54],[125.80874317 127.19125683] ; [56.19125683 56.80874317],0
v4,1,0.535603,0.38375,[246  17] ; [112  10],[244.55584416  18.44415584] ; [113.44415584   8.55584416],0
a2,1,0.634208,0.226398,[ 67 199] ; [28 94],[ 65.12886598 200.87113402] ; [29.87113402 92.12886598],0
v3,1,0.634296,0.22628,[100 157] ; [44 77],[ 97.9047619 159.0952381] ; [46.0952381 74.9047619],0
d2,1,0.643797,0.213811,[135 131] ; [65 57],[137.11340206 128.88659794] ; [62.88659794 59.11340206],0
s8,1,0.713614,0.134694,[126 137] ; [56 66],[124.32727273 138.67272727] ; [57.67272727 64.32727273],0
n2,1,0.722412,0.126194,[35 13] ; [32 10],[35.73333333 12.26666667] ; [31.26666667 10.73333333],0
n3,1,0.747029,0.104045,[35 12] ; [30 12],[34.3258427 12.6741573] ; [30.6741573 11.3258427],0
r1,1,0.838092,0.041753,[208  56] ; [95 27],[207.23316062  56.76683938] ; [95.76683938 26.23316062],0
