Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,35.753717,1
n6,1,0.001434,10.161901,0
a7,1,0.007668,7.109492,0
p2,1,0.025019,5.022583,0
r4,1,0.051152,3.803275,0
n1,1,0.051651,3.787039,0
r2,1,0.052995,3.744074,0
d3,1,0.067568,3.341138,0
v4,1,0.067821,3.334981,0
d5,1,0.089975,2.874814,0
s6,1,0.095267,2.783048,0
r3,1,0.09762,2.744003,0
a1,1,0.148917,2.083305,0
a4,1,0.165374,1.924388,0
a6,1,0.180202,1.795959,0
p6,1,0.220058,1.50399,0
u4,1,0.23827,1.390801,0
v2,1,0.243148,1.362247,0
p12,1,0.271767,1.207804,0
d2,1,0.272305,1.205097,0
p3,1,0.32742,0.959077,0
s5,1,0.328725,0.953913,0
s4,1,0.386369,0.750339,0
b5,1,0.387448,0.746936,0
u3,1,0.439644,0.59721,0
p7,1,0.465391,0.532898,0
d1,1,0.46757,0.527714,0
s1,1,0.478287,0.502766,0
v3,1,0.49268,0.470668,0
s7,1,0.498015,0.459164,0
b2,1,0.539158,0.377102,0
b3,1,0.539158,0.377102,0
r1,1,0.54251,0.370908,0
p5,1,0.547867,0.361152,0
a2,1,0.570307,0.322169,0
a3,1,0.574146,0.315795,0
d4,1,0.587584,0.294133,0
v1,1,0.593447,0.284994,0
p1,1,0.635265,0.224988,0
s2,1,0.640608,0.217948,0
n4,1,0.677379,0.173091,0
b4,1,0.697518,0.151067,0
n2,1,0.713705,0.134604,0
n5,1,0.763829,0.090274,0
u2,1,0.81745,0.05328,0
s8,1,0.832635,0.044658,0
a5,1,0.835192,0.043284,0
p4,1,0.84395,0.038747,0
u1,1,0.877692,0.023684,0
n3,1,0.917977,0.010605,0
s3,1,0.926846,0.00843,0
a8,1,0.948058,0.004244,0
p8,1,0.950434,0.003864,0
