Feature,DoF,P Value,Chi Square,Is Significant
s8,1,0.001873,9.669863,0
a8,1,0.003372,8.594372,0
p11,1,0.006962,7.282671,0
s7,1,0.009375,6.75,0
v3,1,0.013807,6.062671,0
b3,1,0.015039,5.911847,0
b2,1,0.015039,5.911847,0
p5,1,0.018789,5.521012,0
u1,1,0.028048,4.825097,0
a2,1,0.037141,4.343945,0
p4,1,0.050349,3.829783,0
d3,1,0.05625,3.644626,0
p2,1,0.059052,3.563804,0
s3,1,0.060202,3.531806,0
p12,1,0.062289,3.475377,0
v2,1,0.079863,3.067681,0
d1,1,0.081428,3.036163,0
p7,1,0.085581,2.955587,0
s2,1,0.099707,2.710216,0
d2,1,0.100288,2.700956,0
a1,1,0.146868,2.104484,0
a6,1,0.171871,1.866552,0
p8,1,0.176539,1.82652,0
s5,1,0.205416,1.603445,0
r1,1,0.209192,1.577006,0
a7,1,0.23064,1.436913,0
a4,1,0.254238,1.299862,0
d5,1,0.271057,1.211388,0
n4,1,0.295535,1.094236,0
d4,1,0.328936,0.953082,0
p6,1,0.475346,0.509523,0
p3,1,0.495074,0.46548,0
b5,1,0.663208,0.18965,0
b4,1,0.826829,0.04786,0
