Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,117.873225,[618 104] ; [122 115],[557.12200209 164.87799791] ; [182.87799791  54.12200209],1
p9,1,0.0,93.10153,[631  91] ; [137  97],[580.0167364 141.9832636] ; [187.9832636  46.0167364],1
r3,1,0.0,69.579685,[701  28] ; [192  50],[670.43975283  58.56024717] ; [222.56024717  19.43975283],1
p2,1,0.0,65.265579,[620 105] ; [149  94],[575.95557851 149.04442149] ; [193.04442149  49.95557851],1
n6,1,0.0,51.501199,[624 103] ; [156  85],[585.80578512 141.19421488] ; [194.19421488  46.80578512],1
p8,1,0.0,49.925994,[401 316] ; [ 71 169],[353.63009404 363.36990596] ; [118.36990596 121.63009404],1
r4,1,0.0,46.095204,[656  78] ; [175  70],[623.03779367 110.96220633] ; [207.96220633  37.03779367],1
v4,1,0.0,34.627923,[692  35] ; [203  40],[670.78865979  56.21134021] ; [224.21134021  18.78865979],1
p7,1,0.0,33.58158,[469 240] ; [107 131],[431.23970433 277.76029567] ; [144.76029567  93.23970433],1
n4,1,0.0,26.574267,[574 158] ; [150  93],[543.55692308 188.44307692] ; [180.44307692  62.55692308],1
p4,1,0.0,25.501217,[439 286] ; [101 140],[405.27950311 319.72049689] ; [134.72049689 106.27950311],1
b1,1,1e-06,24.324838,[256 478] ; [129 116],[288.65168539 445.34831461] ; [ 96.34831461 148.65168539],1
n5,1,1e-06,24.300688,[554 172] ; [145  97],[524.25 201.75] ; [174.75  67.25],1
p3,1,0.000127,14.690221,[365 363] ; [ 87 155],[339.23298969 388.76701031] ; [112.76701031 129.23298969],1
v2,1,0.000136,14.550192,[404 301] ; [101 134],[378.75 326.25] ; [126.25 108.75],1
v1,1,0.000309,13.013291,[386 327] ; [ 99 144],[361.7207113 351.2792887] ; [123.2792887 119.7207113],1
s8,1,0.000702,11.4852,[317 410] ; [ 76 167],[294.54742268 432.45257732] ; [ 98.45257732 144.54742268],1
r1,1,0.000828,11.17689,[579 152] ; [167  76],[559.88295688 171.11704312] ; [186.11704312  56.88295688],1
a5,1,0.001176,10.527904,[535 198] ; [152  93],[514.89877301 218.10122699] ; [172.10122699  72.89877301],0
s1,1,0.001261,10.398859,[ 20 701] ; [ 18 224],[ 28.45067497 692.54932503] ; [  9.54932503 232.45067497],0
p12,1,0.00134,10.286685,[ 62 661] ; [  6 236],[ 50.94715026 672.05284974] ; [ 17.05284974 224.94715026],0
p6,1,0.003998,8.284855,[263 454] ; [ 63 175],[244.75602094 472.24397906] ; [ 81.24397906 156.75602094],0
a6,1,0.004686,7.996681,[498 233] ; [142 102],[479.83589744 251.16410256] ; [160.16410256  83.83589744],0
r2,1,0.006919,7.293953,[676  48] ; [211  29],[666.17012448  57.82987552] ; [220.82987552  19.17012448],0
s6,1,0.008839,6.855137,[469 247] ; [134 105],[452.0921466 263.9078534] ; [150.9078534  88.0921466],0
u2,1,0.015393,5.870879,[128  89] ; [38 49],[118.49342105  98.50657895] ; [47.50657895 39.49342105],0
p5,1,0.019487,5.457266,[ 87 638] ; [ 16 225],[ 77.30331263 647.69668737] ; [ 25.69668737 215.30331263],0
n2,1,0.025825,4.967713,[115  35] ; [63 36],[107.22891566  42.77108434] ; [70.77108434 28.22891566],0
d4,1,0.033596,4.51515,[593 137] ; [182  61],[581.44912641 148.55087359] ; [193.55087359  49.44912641],0
n3,1,0.042383,4.119843,[112  38] ; [60 36],[104.87804878  45.12195122] ; [67.12195122 28.87804878],0
s7,1,0.04524,4.009661,[334 368] ; [ 89 134],[321.0227027 380.9772973] ; [101.9772973 121.0227027],0
d1,1,0.051281,3.799087,[418 316] ; [122 123],[404.86210419 329.13789581] ; [135.13789581 109.86210419],0
v3,1,0.05145,3.793559,[278 432] ; [ 75 159],[265.49788136 444.50211864] ; [ 87.50211864 146.49788136],0
s3,1,0.071703,3.243588,[394 322] ; [117 125],[381.91649269 334.08350731] ; [129.08350731 112.91649269],0
s4,1,0.073554,3.201882,[115 608] ; [ 51 193],[124.11375388 598.88624612] ; [ 41.88624612 202.11375388],0
a3,1,0.079045,3.084425,[515 217] ; [155  86],[504.04933196 227.95066804] ; [165.95066804  75.04933196],0
