Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,380.018423,1
p11,1,0.0,123.149893,1
p2,1,0.0,73.460813,1
n6,1,0.0,58.395256,1
r4,1,0.0,50.795054,1
v4,1,0.0,47.547168,1
p8,1,0.0,47.133126,1
n5,1,0.0,45.737741,1
p7,1,0.0,44.292222,1
r3,1,0.0,43.44004,1
p4,1,0.0,41.07115,1
s8,1,0.0,40.518176,1
s6,1,0.0,37.463312,1
p3,1,0.0,29.987211,1
s2,1,0.0,29.778362,1
s7,1,0.0,27.593127,1
v1,1,1e-06,24.907917,1
a5,1,2e-06,23.128189,1
s5,1,2e-06,22.872166,1
r2,1,6e-06,20.501654,1
n4,1,7e-06,20.194092,1
v2,1,8e-06,19.842991,1
r1,1,1.8e-05,18.379797,1
d5,1,3.7e-05,17.040984,1
p6,1,5.9e-05,16.14955,1
d1,1,0.00014,14.506892,1
a7,1,0.000217,13.675876,1
a3,1,0.000253,13.392563,1
p12,1,0.000261,13.329298,1
p5,1,0.000361,12.724027,1
s3,1,0.000415,12.46411,1
d4,1,0.000462,12.262011,1
v3,1,0.000476,12.205623,1
d3,1,0.000889,11.045264,1
b1,1,0.000914,10.993368,1
a6,1,0.002863,8.892595,1
u2,1,0.00953,6.720769,1
s1,1,0.013351,6.12203,0
n2,1,0.027782,4.841514,0
n3,1,0.097159,2.751563,0
u3,1,0.097708,2.742568,0
a2,1,0.139042,2.188533,0
a1,1,0.170209,1.881105,0
u1,1,0.173451,1.85286,0
b3,1,0.186725,1.743268,0
b2,1,0.186725,1.743268,0
s4,1,0.325005,0.968699,0
b5,1,0.327238,0.959798,0
p1,1,0.349684,0.874603,0
u4,1,0.36992,0.803935,0
a4,1,0.392629,0.730785,0
n1,1,0.661006,0.192303,0
a8,1,0.744979,0.105799,0
b4,1,0.812452,0.056294,0
d2,1,0.917508,0.010727,0
