Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,327.163818,1
p11,1,0.0,122.834618,1
n6,1,0.0,65.915355,1
p2,1,0.0,63.563794,1
r4,1,0.0,56.121548,1
r3,1,0.0,49.311743,1
v4,1,0.0,49.096315,1
p8,1,0.0,41.546673,1
s6,1,0.0,38.181527,1
n5,1,0.0,32.603475,1
s8,1,0.0,31.905449,1
p4,1,0.0,30.789114,1
p7,1,0.0,29.883269,1
r2,1,0.0,28.30811,1
v2,1,0.0,25.392102,1
s2,1,1e-06,24.673415,1
v1,1,1e-06,24.260187,1
s7,1,3e-06,22.101141,1
d5,1,9e-06,19.751151,1
a7,1,1.1e-05,19.26562,1
r1,1,1.7e-05,18.517811,1
s5,1,1.8e-05,18.375222,1
p3,1,3e-05,17.440929,1
a5,1,3.5e-05,17.127481,1
d1,1,3.5e-05,17.108584,1
n4,1,5.1e-05,16.417015,1
d3,1,5.3e-05,16.348812,1
p12,1,0.000204,13.796247,1
d4,1,0.000277,13.222967,1
v3,1,0.000439,12.357993,1
p6,1,0.000584,11.827645,1
a6,1,0.001043,10.749098,1
p5,1,0.002515,9.129642,1
s3,1,0.003844,8.356208,1
a1,1,0.008693,6.884865,1
s1,1,0.010385,6.567575,0
a3,1,0.014534,5.972054,0
n2,1,0.020985,5.328047,0
u2,1,0.055221,3.675386,0
b2,1,0.098622,2.727687,0
b3,1,0.098622,2.727687,0
u1,1,0.117369,2.452086,0
n3,1,0.136947,2.211934,0
n1,1,0.194747,1.681333,0
s4,1,0.260747,1.264789,0
a2,1,0.273112,1.201048,0
u3,1,0.288877,1.124846,0
p1,1,0.34208,0.902621,0
d2,1,0.544075,0.368039,0
a8,1,0.827774,0.047331,0
a4,1,0.884356,0.021156,0
b5,1,0.951371,0.003719,0
b4,1,0.959697,0.002554,0
