Feature,DoF,P Value,Chi Square,Is Significant
s8,1,0.000859,11.108429,1
a8,1,0.002947,8.839823,0
p5,1,0.003029,8.790091,0
s7,1,0.012465,6.243529,0
v3,1,0.014159,6.018247,0
b3,1,0.021959,5.249039,0
b2,1,0.021959,5.249039,0
a1,1,0.029257,4.752424,0
p4,1,0.029912,4.714368,0
a2,1,0.032432,4.575496,0
p7,1,0.054257,3.704786,0
p12,1,0.059273,3.5576,0
s2,1,0.070076,3.28125,0
p11,1,0.082151,3.02182,0
s3,1,0.117597,2.449039,0
p3,1,0.11804,2.44313,0
d1,1,0.130747,2.283616,0
u1,1,0.138452,2.195076,0
v2,1,0.145932,2.114268,0
d3,1,0.151019,2.061927,0
n4,1,0.172314,1.862697,0
p2,1,0.19107,1.709348,0
d2,1,0.194883,1.680311,0
s5,1,0.205879,1.600173,0
a4,1,0.227718,1.455061,0
d5,1,0.256457,1.287783,0
p6,1,0.267327,1.230411,0
p8,1,0.274006,1.196581,0
b5,1,0.341632,0.904298,0
d4,1,0.354711,0.856534,0
r1,1,0.388462,0.74375,0
a6,1,0.561579,0.336978,0
a7,1,0.639207,0.21978,0
b4,1,0.873669,0.025281,0
