Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,60.265375,[65 39] ; [234  13],[88.59259259 15.40740741] ; [210.40740741  36.59259259],1
p10,1,0.0,52.266488,[38 64] ; [191  55],[67.12068966 34.87931034] ; [161.87931034  84.12068966],1
r4,1,0.0,50.227368,[51 54] ; [211  38],[77.71186441 27.28813559] ; [184.28813559  64.71186441],1
p2,1,0.0,44.139241,[49 55] ; [202  44],[74.58285714 29.41714286] ; [176.41714286  69.58285714],1
p9,1,0.0,43.878157,[43 56] ; [197  50],[68.67052023 30.32947977] ; [171.32947977  75.67052023],1
n6,1,0.0,35.736627,[51 52] ; [201  47],[73.94871795 29.05128205] ; [178.05128205  69.94871795],1
v2,1,0.0,25.895207,[27 74] ; [136 103],[48.42058824 52.57941176] ; [114.57941176 124.42058824],1
v4,1,0.0,25.721365,[74 29] ; [228  19],[88.87428571 14.12571429] ; [213.12571429  33.87428571],1
p4,1,2e-06,22.6439,[23 79] ; [124 123],[42.96275072 59.03724928] ; [104.03724928 142.96275072],1
r1,1,5e-06,21.008279,[51 52] ; [186  63],[69.34943182 33.65056818] ; [167.65056818  81.34943182],1
p7,1,1.1e-05,19.2693,[34 68] ; [145 100],[52.6167147 49.3832853] ; [126.3832853 118.6167147],1
p8,1,2.9e-05,17.474892,[25 77] ; [120 126],[42.5 59.5] ; [102.5 143.5],1
v1,1,0.000138,14.535562,[27 77] ; [117 127],[43.03448276 60.96551724] ; [100.96551724 143.03448276],1
r2,1,0.000237,13.512816,[77 23] ; [226  21],[87.31988473 12.68011527] ; [215.68011527  31.31988473],1
p3,1,0.000538,11.977576,[24 79] ; [106 141],[38.25714286 64.74285714] ; [ 91.74285714 155.25714286],1
n3,1,0.001731,9.815361,[18 20] ; [49 14],[25.20792079 12.79207921] ; [41.79207921 21.20792079],0
s1,1,0.003866,8.345629,[ 9 95] ; [  5 241],[ 4.16 99.84] ; [  9.84 236.16],0
n4,1,0.005777,7.618429,[60 44] ; [181  68],[71.00283286 32.99716714] ; [169.99716714  79.00283286],0
s8,1,0.006606,7.377189,[10 95] ; [ 54 195],[18.98305085 86.01694915] ; [ 45.01694915 203.98305085],0
d5,1,0.016942,5.702355,[65 39] ; [187  62],[74.24362606 29.75637394] ; [177.75637394  71.24362606],0
a1,1,0.017175,5.678425,[ 9 96] ; [  7 242],[  4.74576271 100.25423729] ; [ 11.25423729 237.74576271],0
a5,1,0.018557,5.542746,[57 48] ; [168  81],[66.73728814 38.26271186] ; [158.26271186  90.73728814],0
d4,1,0.019047,5.497179,[68 36] ; [192  56],[76.81818182 27.18181818] ; [183.18181818  64.81818182],0
p5,1,0.02212,5.236313,[  1 102] ; [ 17 229],[ 5.31232092 97.68767908] ; [ 12.68767908 233.31232092],0
n2,1,0.026976,4.892329,[21 20] ; [45 17],[26.27184466 14.72815534] ; [39.72815534 22.27184466],0
v3,1,0.037614,4.322386,[24 76] ; [ 85 154],[32.15339233 67.84660767] ; [ 76.84660767 162.15339233],0
b1,1,0.039853,4.224114,[52 53] ; [ 94 155],[43.30508475 61.69491525] ; [102.69491525 146.30508475],0
u3,1,0.040195,4.209626,[13 28] ; [42 40],[18.33333333 22.66666667] ; [36.66666667 45.33333333],0
u2,1,0.047633,3.922871,[14 27] ; [43 38],[19.1557377 21.8442623] ; [37.8442623 43.1557377],0
n5,1,0.051914,3.778522,[59 45] ; [167  80],[66.96296296 37.03703704] ; [159.03703704  87.96296296],0
s4,1,0.062015,3.482655,[13 92] ; [ 16 233],[ 8.60169492 96.39830508] ; [ 20.39830508 228.60169492],0
d1,1,0.065739,3.38633,[44 61] ; [131 118],[51.90677966 53.09322034] ; [123.09322034 125.90677966],0
a7,1,0.079577,3.07352,[61 42] ; [171  77],[68.07977208 34.92022792] ; [163.92022792  84.07977208],0
