Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,136.558923,[337 136] ; [ 63 183],[263.14325452 209.85674548] ; [136.85674548 109.14325452],1
s2,1,0.0,131.703455,[311 168] ; [ 49 197],[237.84827586 241.15172414] ; [122.15172414 123.84827586],1
s7,1,0.0,83.551912,[285 184] ; [ 57 178],[227.83806818 241.16193182] ; [114.16193182 120.83806818],1
s8,1,0.0,82.070999,[273 207] ; [ 54 195],[215.30864198 264.69135802] ; [111.69135802 137.30864198],1
s5,1,0.0,60.315263,[201 268] ; [ 34 209],[154.79634831 314.20365169] ; [ 80.20365169 162.79634831],1
s4,1,1e-06,24.292901,[ 97 378] ; [ 16 233],[ 74.13674033 400.86325967] ; [ 38.86325967 210.13674033],1
p9,1,7e-06,20.190153,[437  41] ; [197  50],[418.00275862  59.99724138] ; [215.99724138  31.00275862],1
p10,1,2.5e-05,17.754462,[427  51] ; [191  55],[408.01657459  69.98342541] ; [209.98342541  36.01657459],1
p6,1,3.3e-05,17.222091,[199 275] ; [ 64 180],[173.62395543 300.37604457] ; [ 89.37604457 154.62395543],1
p4,1,3.5e-05,17.144962,[317 163] ; [124 123],[291.16918845 188.83081155] ; [149.83081155  97.16918845],1
n5,1,4.9e-05,16.475585,[390  91] ; [167  80],[368.01785714 112.98214286] ; [188.98214286  58.01785714],1
p12,1,8.9e-05,15.348801,[ 58 422] ; [  8 238],[ 43.63636364 436.36363636] ; [ 22.36363636 223.63636364],1
r4,1,0.001891,9.652639,[445  38] ; [211  38],[432.85245902  50.14754098] ; [223.14754098  25.85245902],0
u1,1,0.001958,9.588303,[ 96 387] ; [ 27 222],[ 81.15983607 401.84016393] ; [ 41.84016393 207.15983607],0
a2,1,0.002471,9.162254,[123 360] ; [ 39 210],[106.89344262 376.10655738] ; [ 55.10655738 193.89344262],0
p5,1,0.003128,8.73148,[ 69 410] ; [ 17 229],[ 56.81931034 422.18068966] ; [ 29.18068966 216.81931034],0
p3,1,0.003741,8.405437,[261 220] ; [106 141],[242.48214286 238.51785714] ; [124.51785714 122.48214286],0
p7,1,0.007214,7.218788,[322 143] ; [145 100],[305.85211268 159.14788732] ; [161.14788732  83.85211268],0
v1,1,0.008072,7.017322,[272 194] ; [117 127],[255.31549296 210.68450704] ; [133.68450704 110.31549296],0
n4,1,0.008476,6.930027,[392  91] ; [181  68],[378.08606557 104.91393443] ; [194.91393443  54.08606557],0
v4,1,0.009313,6.761874,[464  16] ; [228  19],[456.89133425  23.10866575] ; [235.10866575  11.89133425],0
n6,1,0.00971,6.687399,[423  57] ; [201  47],[411.42857143  68.57142857] ; [212.57142857  35.42857143],0
a5,1,0.012136,6.290892,[367 115] ; [168  81],[352.76333789 129.23666211] ; [182.23666211  66.76333789],0
p8,1,0.012334,6.262149,[277 196] ; [120 126],[261.16968011 211.83031989] ; [135.83031989 110.16968011],0
d5,1,0.020961,5.330002,[396  85] ; [187  62],[384.14109589  96.85890411] ; [198.85890411  50.14109589],0
r1,1,0.026725,4.908518,[393  88] ; [186  63],[381.50547945  99.49452055] ; [197.49452055  51.50547945],0
d4,1,0.030472,4.682475,[403  77] ; [192  56],[392.30769231  87.69230769] ; [202.69230769  45.30769231],0
d1,1,0.031925,4.602546,[294 189] ; [131 118],[280.43032787 202.56967213] ; [144.56967213 104.43032787],0
d3,1,0.035941,4.399908,[340 141] ; [157  92],[327.47534247 153.52465753] ; [169.52465753  79.47534247],0
b5,1,0.065637,3.388882,[296 187] ; [135 114],[284.38934426 198.61065574] ; [146.61065574 102.38934426],0
u4,1,0.066237,3.373904,[ 14 469] ; [  2 247],[ 10.55737705 472.44262295] ; [  5.44262295 243.55737705],0
a3,1,0.084137,2.983111,[352 129] ; [167  82],[341.97123288 139.02876712] ; [177.02876712  71.97123288],0
u3,1,0.087931,2.911846,[82 48] ; [42 40],[76.03773585 53.96226415] ; [47.96226415 34.03773585],0
a1,1,0.090556,2.864463,[ 27 456] ; [  7 242],[ 22.43442623 460.56557377] ; [ 11.56557377 237.43442623],0
u2,1,0.09615,2.76827,[84 46] ; [43 38],[78.2464455 51.7535545] ; [48.7535545 32.2464455],0
r3,1,0.110484,2.547281,[468  14] ; [234  13],[464.14814815  17.85185185] ; [237.85185185   9.14814815],0
p2,1,0.120876,2.405932,[415  65] ; [202  44],[407.9338843  72.0661157] ; [209.0661157  36.9338843],0
v3,1,0.138069,2.199345,[193 274] ; [ 85 154],[183.88951841 283.11048159] ; [ 94.11048159 144.88951841],0
r2,1,0.14934,2.078984,[448  27] ; [226  21],[443.42105263  31.57894737] ; [230.57894737  16.42105263],0
d2,1,0.248365,1.332477,[232 249] ; [108 139],[224.64285714 256.35714286] ; [115.35714286 131.64285714],0
b1,1,0.257737,1.28087,[162 321] ; [ 94 155],[168.91803279 314.08196721] ; [ 87.08196721 161.91803279],0
a8,1,0.297335,1.086109,[ 65 375] ; [ 27 201],[ 60.5988024 379.4011976] ; [ 31.4011976 196.5988024],0
s1,1,0.313925,1.014091,[ 16 460] ; [  5 241],[ 13.84487535 462.15512465] ; [  7.15512465 238.84487535],0
n3,1,0.314623,1.011167,[62 26] ; [49 14],[64.68874172 23.31125828] ; [46.31125828 16.68874172],0
a6,1,0.330636,0.946404,[335 145] ; [165  84],[329.218107 150.781893] ; [170.781893  78.218107],0
b4,1,0.342761,0.900079,[293 190] ; [142 107],[287.02868852 195.97131148] ; [147.97131148 101.02868852],0
a4,1,0.349678,0.874627,[214 266] ; [102 147],[208.06584362 271.93415638] ; [107.93415638 141.06584362],0
p1,1,0.35929,0.840373,[ 37 442] ; [ 24 223],[ 40.24655647 438.75344353] ; [ 20.75344353 226.24655647],0
a7,1,0.368262,0.809521,[347 134] ; [171  77],[341.78052126 139.21947874] ; [176.21947874  71.78052126],0
n2,1,0.389086,0.741796,[70 19] ; [45 17],[67.78145695 21.21854305] ; [47.21854305 14.78145695],0
n1,1,0.414306,0.66641,[35 54] ; [20 41],[32.63333333 56.36666667] ; [22.36666667 38.63333333],0
b2,1,0.695882,0.152792,[117 191] ; [61 92],[118.92407809 189.07592191] ; [59.07592191 93.92407809],0
b3,1,0.695882,0.152792,[117 191] ; [61 92],[118.92407809 189.07592191] ; [59.07592191 93.92407809],0
v2,1,0.778996,0.078752,[268 194] ; [136 103],[266.2596291 195.7403709] ; [137.7403709 101.2596291],0
