Feature,DoF,P Value,Chi Square,Is Significant
r3,1,0.000815,11.206985,1
r4,1,0.011025,6.46135,0
p3,1,0.027736,4.844399,0
s7,1,0.032632,4.564964,0
s2,1,0.039749,4.228584,0
p2,1,0.076548,3.136701,0
p8,1,0.084359,2.97886,0
s6,1,0.08518,2.963188,0
p1,1,0.096401,2.764097,0
n2,1,0.118818,2.432838,0
n6,1,0.119033,2.429997,0
s4,1,0.124851,2.355383,0
v4,1,0.128028,2.316257,0
a1,1,0.13164,2.273056,0
p9,1,0.145411,2.119743,0
a6,1,0.145998,2.113575,0
v2,1,0.146557,2.107721,0
s5,1,0.156557,2.007173,0
n1,1,0.185992,1.749081,0
b4,1,0.18644,1.745528,0
n5,1,0.190788,1.711522,0
r1,1,0.22993,1.441293,0
a2,1,0.270906,1.212154,0
d5,1,0.276903,1.182227,0
r2,1,0.297719,1.084383,0
s1,1,0.299258,1.077499,0
p4,1,0.327942,0.957007,0
a3,1,0.331243,0.944032,0
s3,1,0.358373,0.843585,0
n3,1,0.367277,0.812858,0
a8,1,0.369953,0.803821,0
a5,1,0.408439,0.683339,0
s8,1,0.527981,0.398276,0
p5,1,0.540271,0.375038,0
p7,1,0.581888,0.303192,0
u3,1,0.599253,0.276124,0
a4,1,0.624838,0.239126,0
d2,1,0.637994,0.221376,0
n4,1,0.639136,0.219874,0
p6,1,0.713272,0.13503,0
v3,1,0.786576,0.073311,0
u4,1,0.794145,0.068086,0
u1,1,0.796926,0.066217,0
a7,1,0.798115,0.065427,0
d4,1,0.801045,0.063501,0
d3,1,0.834134,0.04385,0
b5,1,0.842732,0.039363,0
v1,1,0.887382,0.020056,0
u2,1,0.910529,0.012627,0
p12,1,0.911511,0.012351,0
d1,1,0.936502,0.006347,0
b3,1,0.956287,0.003005,0
b2,1,0.956287,0.003005,0
