Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,223.155986,1
n6,1,0.0,36.394952,1
p2,1,0.0,35.626334,1
v4,1,0.0,35.26202,1
s6,1,0.0,29.111161,1
p4,1,1e-06,24.903349,1
p7,1,1e-06,24.255241,1
p8,1,1e-06,23.798391,1
r3,1,1e-06,23.611744,1
p3,1,1e-06,23.530631,1
r4,1,1e-06,23.224954,1
n5,1,2e-06,22.955963,1
s8,1,1e-05,19.497668,1
n4,1,4.7e-05,16.577773,1
v1,1,7.7e-05,15.638046,1
s2,1,0.000145,14.430342,1
s7,1,0.000549,11.941523,1
d5,1,0.000629,11.689347,1
s5,1,0.000787,11.270945,1
a5,1,0.000956,10.91152,1
v2,1,0.000973,10.877313,1
p6,1,0.003145,8.721626,1
p12,1,0.003185,8.698513,1
v3,1,0.00658,7.384213,1
p5,1,0.007424,7.167398,1
r2,1,0.009419,6.741606,1
u3,1,0.011677,6.359299,0
d1,1,0.012323,6.263793,0
d4,1,0.015985,5.804564,0
r1,1,0.016709,5.72664,0
s1,1,0.025663,4.978569,0
u2,1,0.035017,4.44436,0
d3,1,0.03735,4.334395,0
a7,1,0.052221,3.768661,0
s3,1,0.098876,2.723585,0
d2,1,0.172785,1.858617,0
n2,1,0.188012,1.733124,0
a6,1,0.218204,1.516147,0
b2,1,0.220498,1.501125,0
b3,1,0.220498,1.501125,0
n3,1,0.230717,1.436438,0
a3,1,0.24104,1.374504,0
a1,1,0.344365,0.894114,0
a2,1,0.400104,0.708013,0
p1,1,0.403881,0.696741,0
b5,1,0.442961,0.5886,0
s4,1,0.447516,0.576936,0
a8,1,0.695852,0.152823,0
u1,1,0.796871,0.066254,0
n1,1,0.865751,0.028581,0
a4,1,0.945823,0.004618,0
b4,1,0.958355,0.002727,0
