Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.005085,7.849056,1
p3,1,0.00724,7.212497,1
a4,1,0.007745,7.091613,1
a3,1,0.008013,7.030532,1
n6,1,0.008108,7.00942,1
n5,1,0.014553,5.969774,0
n1,1,0.015576,5.850083,0
v4,1,0.02403,5.092462,0
a1,1,0.027582,4.854028,0
b5,1,0.029125,4.760239,0
a7,1,0.033486,4.520767,0
d2,1,0.034009,4.494232,0
d3,1,0.045577,3.997157,0
p7,1,0.055621,3.663362,0
p5,1,0.068271,3.324105,0
r2,1,0.07048,3.271798,0
a2,1,0.08538,2.9594,0
a5,1,0.089175,2.889209,0
n4,1,0.093489,2.813254,0
p6,1,0.109871,2.556082,0
u2,1,0.132965,2.257538,0
u4,1,0.139269,2.186013,0
p2,1,0.145876,2.114853,0
s3,1,0.149299,2.079403,0
v2,1,0.149936,2.072903,0
s8,1,0.166028,1.918444,0
p4,1,0.201426,1.632007,0
s6,1,0.212723,1.552796,0
p8,1,0.222553,1.487835,0
r3,1,0.226702,1.461436,0
r4,1,0.325504,0.966702,0
u3,1,0.34003,0.910319,0
d5,1,0.439631,0.597245,0
p12,1,0.444864,0.583705,0
s1,1,0.450747,0.568773,0
b4,1,0.4748,0.510782,0
u1,1,0.48499,0.487621,0
s5,1,0.512004,0.429969,0
s4,1,0.547486,0.36184,0
a6,1,0.552642,0.352605,0
s7,1,0.597171,0.279283,0
v3,1,0.605526,0.266742,0
n2,1,0.642915,0.214951,0
d4,1,0.651447,0.204081,0
s2,1,0.656182,0.198195,0
b2,1,0.680979,0.169026,0
b3,1,0.680979,0.169026,0
p1,1,0.683994,0.165664,0
v1,1,0.700372,0.148086,0
n3,1,0.842027,0.039721,0
r1,1,0.857939,0.032041,0
a8,1,0.86065,0.030817,0
d1,1,0.956054,0.003037,0
