Feature,DoF,P Value,Chi Square,Is Significant
b2,1,0.006792,7.327174,1
b3,1,0.006792,7.327174,1
v3,1,0.025443,4.993462,0
a1,1,0.027021,4.889443,0
a2,1,0.043798,4.06432,0
a8,1,0.045782,3.989585,0
d2,1,0.056741,3.630179,0
u1,1,0.060494,3.523799,0
d1,1,0.115812,2.473057,0
v2,1,0.158182,1.991517,0
s8,1,0.195054,1.679029,0
p5,1,0.205351,1.6039,0
s7,1,0.216229,1.529223,0
a4,1,0.225863,1.466726,0
b5,1,0.379603,0.771987,0
p12,1,0.441547,0.59226,0
s3,1,0.445562,0.581917,0
b4,1,0.471194,0.519174,0
d5,1,0.568074,0.325916,0
r1,1,0.642855,0.215028,0
p4,1,0.677496,0.172959,0
a7,1,0.682889,0.166892,0
s2,1,0.686359,0.163055,0
a6,1,0.71316,0.135142,0
n4,1,0.764718,0.089575,0
p2,1,0.826913,0.047814,0
s5,1,0.86034,0.030956,0
p10,1,0.888281,0.019735,0
p8,1,0.896065,0.017065,0
p6,1,0.970983,0.001323,0
p7,1,0.973512,0.001103,0
p3,1,0.976204,0.00089,0
