Feature,DoF,P Value,Chi Square,Is Significant
u3,1,0.051243,3.800327,0
p6,1,0.135344,2.230116,0
s8,1,0.213266,1.549118,0
p7,1,0.213505,1.547498,0
v4,1,0.232851,1.423358,0
r3,1,0.247763,1.335874,0
a7,1,0.248921,1.329348,0
n4,1,0.251241,1.316387,0
u4,1,0.282983,1.152709,0
n3,1,0.329546,0.950681,0
p2,1,0.33055,0.946742,0
r4,1,0.364696,0.821658,0
n2,1,0.372276,0.796055,0
s1,1,0.404146,0.695955,0
s5,1,0.431876,0.617774,0
a6,1,0.434049,0.611966,0
b4,1,0.459122,0.548034,0
p1,1,0.470252,0.521383,0
b5,1,0.47359,0.513587,0
a2,1,0.490161,0.476173,0
n6,1,0.500409,0.45407,0
u2,1,0.509676,0.434733,0
d3,1,0.510427,0.433192,0
s6,1,0.526989,0.400193,0
a3,1,0.528053,0.398136,0
v2,1,0.568547,0.32512,0
u1,1,0.585583,0.297295,0
r1,1,0.586505,0.295835,0
p12,1,0.599598,0.275603,0
s3,1,0.60517,0.267269,0
a8,1,0.613102,0.255682,0
p8,1,0.633854,0.22687,0
v1,1,0.643675,0.213968,0
p9,1,0.647424,0.209163,0
b2,1,0.675141,0.175647,0
b3,1,0.675141,0.175647,0
a5,1,0.685253,0.164272,0
p3,1,0.694144,0.154636,0
s4,1,0.69926,0.149243,0
d4,1,0.742285,0.108129,0
s2,1,0.742848,0.107639,0
p4,1,0.755087,0.097306,0
a1,1,0.840198,0.040659,0
d2,1,0.844328,0.038557,0
n5,1,0.864101,0.029294,0
v3,1,0.898697,0.016207,0
r2,1,0.904702,0.014334,0
d1,1,0.924173,0.009059,0
p5,1,0.927254,0.008336,0
s7,1,0.936525,0.006342,0
a4,1,0.950282,0.003888,0
n1,1,0.952963,0.003479,0
d5,1,0.974933,0.000987,0
