Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,89.455379,1
s8,1,2e-06,22.471208,1
s5,1,5e-06,20.680321,1
p2,1,1.9e-05,18.336483,1
s2,1,6.3e-05,16.019373,1
s6,1,0.000326,12.914566,1
v4,1,0.000464,12.253641,1
n6,1,0.000488,12.161338,1
p6,1,0.000564,11.890784,1
r4,1,0.000572,11.866454,1
s7,1,0.00065,11.626895,1
r1,1,0.002191,9.382059,1
p7,1,0.002558,9.098288,1
r2,1,0.003286,8.64149,1
r3,1,0.01118,6.436481,0
v2,1,0.013251,6.135323,0
v1,1,0.018216,5.575215,0
n2,1,0.023157,5.156686,0
d1,1,0.039221,4.251269,0
d3,1,0.041495,4.155668,0
d4,1,0.042027,4.134126,0
p8,1,0.047702,3.920447,0
a7,1,0.048554,3.890723,0
d5,1,0.052116,3.772041,0
p4,1,0.082529,3.014387,0
a3,1,0.098856,2.723905,0
n3,1,0.1016,2.680242,0
p12,1,0.106815,2.600722,0
v3,1,0.11239,2.52029,0
s3,1,0.133474,2.251623,0
n5,1,0.144673,2.127541,0
a1,1,0.183674,1.767641,0
b1,1,0.189754,1.719525,0
s4,1,0.201236,1.633384,0
u3,1,0.21436,1.541733,0
n1,1,0.237709,1.39413,0
n4,1,0.269635,1.218605,0
s1,1,0.291456,1.112885,0
d2,1,0.299524,1.076314,0
a5,1,0.317166,1.000597,0
a6,1,0.424287,0.638411,0
u1,1,0.433246,0.614106,0
p5,1,0.463508,0.537409,0
p3,1,0.543749,0.368635,0
u2,1,0.556132,0.346445,0
a4,1,0.564433,0.332086,0
b3,1,0.601827,0.272249,0
b2,1,0.601827,0.272249,0
b4,1,0.717722,0.130685,0
p1,1,0.772782,0.08337,0
a8,1,0.783826,0.075261,0
a2,1,0.864962,0.028921,0
b5,1,0.94684,0.004446,0
