Feature,DoF,P Value,Chi Square,Is Significant
a6,1,0.009474,6.731128,1
u3,1,0.014852,5.933901,0
d3,1,0.019609,5.446397,0
p8,1,0.023434,5.136046,0
a7,1,0.028994,4.767965,0
r2,1,0.031212,4.641255,0
p9,1,0.032192,4.588265,0
r3,1,0.042968,4.09668,0
a1,1,0.044674,4.030892,0
r4,1,0.051591,3.788986,0
v2,1,0.065421,3.394324,0
s7,1,0.101382,2.68366,0
p3,1,0.112702,2.515916,0
d1,1,0.181197,1.787777,0
p10,1,0.189754,1.719525,0
n1,1,0.221418,1.49516,0
d2,1,0.222173,1.490278,0
u1,1,0.266861,1.232812,0
p1,1,0.287171,1.132837,0
u2,1,0.295109,1.096164,0
s5,1,0.30712,1.043019,0
v4,1,0.335068,0.929211,0
n2,1,0.356902,0.848765,0
r1,1,0.37299,0.793678,0
u4,1,0.374389,0.789045,0
s6,1,0.390801,0.736448,0
n6,1,0.435754,0.607439,0
n4,1,0.444085,0.585704,0
p5,1,0.460669,0.544269,0
b2,1,0.462411,0.540052,0
b3,1,0.462411,0.540052,0
d4,1,0.48638,0.484525,0
n5,1,0.487624,0.481764,0
p12,1,0.492323,0.471446,0
a2,1,0.509188,0.435736,0
v3,1,0.539695,0.376106,0
a4,1,0.551052,0.355437,0
p4,1,0.554334,0.34961,0
p2,1,0.600366,0.274444,0
a3,1,0.615848,0.251746,0
b4,1,0.627322,0.23571,0
s2,1,0.638366,0.220886,0
b5,1,0.655655,0.198844,0
a5,1,0.655655,0.198844,0
n3,1,0.659565,0.194053,0
s8,1,0.697824,0.150746,0
s4,1,0.767468,0.087432,0
s1,1,0.786881,0.073096,0
v1,1,0.894858,0.017466,0
s3,1,0.911475,0.012361,0
d5,1,0.913775,0.011724,0
a8,1,0.958481,0.00271,0
p7,1,0.978657,0.000716,0
p6,1,0.979028,0.000691,0
